"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","gene","Chromosome","ENSEMBL"
-3.43915264214584e-05,0.978217864246339,0.000297355778415569,0.210502575416666,0.0362815333193643,0.11267992751787,0.999996397408793,"ENSG00000165702.13",9,"ENSG00000165702"
0.00213885592049415,0.207514595468193,-0.00016652019584762,0.715314025739389,0.0732375892633755,0.467319862237727,0.999996384640877,"ENSG00000165699.13",9,"ENSG00000165699"
-0.00163612540179667,0.289371475391786,0.000466088533785778,0.261150461370138,0.0731973719147596,0.356290614327644,0.999996128617855,"ENSG00000160325.14",9,"ENSG00000160325"
-0.000220848801285117,0.907283009443673,3.29422897949058e-05,0.900322141313273,0.0212482012941415,0.518717407709708,0.999998591273323,"ENSG00000229019.1",9,"ENSG00000229019"
-0.000814948292625966,0.469175537576049,-5.07148868571377e-05,0.832523514570334,0.0460836368998491,0.124620748812183,0.999997850855883,"ENSG00000119139.17",9,"ENSG00000119139"
-0.000208645896686719,0.871561652729076,7.7448197927951e-05,0.73680065953119,0.0327322136242385,0.13248650194722,0.999998440076296,"ENSG00000106948.16",9,"ENSG00000106948"
-0.00254896181520063,0.0415466681638056,-3.95227284541318e-05,0.867703452457608,0.0367944796820269,0.146958440352172,0.999992478646875,"ENSG00000198121.13",9,"ENSG00000198121"
-0.000970978927347017,0.493042523269746,-1.88211043966311e-05,0.947402064458957,0.0420347351220093,0.313372680054812,0.999997952971282,"ENSG00000241978.9",9,"ENSG00000241978"
-0.00232723090072598,0.0517131404980496,0.000314390844627513,0.149307216524248,0.0336908483578433,0.0350238785507648,0.999992251202693,"ENSG00000119318.12",9,"ENSG00000119318"
-0.00125338334648554,0.414075410737574,-0.000209936790652109,0.509800392970369,0.0444326249732419,0.384259108885866,0.999997419639976,"ENSG00000136824.18",9,"ENSG00000136824"
0.00065286467396051,0.768293524476507,0.000125599213129874,0.831394975087555,0.0723712905736022,0.479858215260873,0.999998098823992,"ENSG00000136783.9",9,"ENSG00000136783"
-4.96395880653061e-05,0.98106120169485,0.000156464025395598,0.706509487410953,0.0405418858888182,0.563669436471163,0.99999832885687,"ENSG00000283886.1",9,"ENSG00000283886"
0.000504299154311028,0.441100701081442,0.000193649654145325,0.627477234271804,0.37210714462573,0.128258841955212,0.999997649130937,"ENSG00000277778.2",9,"ENSG00000277778"
-0.000418992568949422,0.694102452170702,-0.000117077057857807,0.560549610135225,0.0357242794294648,0.013882420741901,0.999997942049649,"ENSG00000136842.13",9,"ENSG00000136842"
-0.00160555431727014,0.253341069112961,0.000590494524961854,0.0617470401949833,0.0524854094384571,0.273876953404045,0.999993186164136,"ENSG00000136897.7",9,"ENSG00000136897"
-0.00255792233585893,0.001976002909051,2.84332814900138e-05,0.886405909235852,0.0588290664721409,0.117671952423327,0.999985043138355,"ENSG00000255145.2",9,"ENSG00000255145"
-0.000539530468792277,0.692710980357685,-0.000323126103769375,0.252846646506113,0.0438398214795673,0.245083349731033,0.999996816521472,"ENSG00000125484.11",9,"ENSG00000125484"
0.00228330232389845,0.142874681897567,0.000132571208472409,0.722120528581511,0.0603562180569067,0.418845021072209,0.999995245473749,"ENSG00000169925.16",9,"ENSG00000169925"
0.000951560355644117,0.414262300305741,0.000204483942876618,0.406806190330755,0.0448722907842294,0.026021769072974,0.999997115407441,"ENSG00000148288.11",9,"ENSG00000148288"
-0.000237582665250861,0.850697590797485,0.000426325452369964,0.229201455007321,0.0811111016290825,0.164667455368028,0.999996619161412,"ENSG00000148290.9",9,"ENSG00000148290"
-0.000562202407848938,0.62385295130551,0.000160547440467076,0.597235196104218,0.0702686591096149,0.00259470794678569,0.999997962641571,"ENSG00000228914.2",9,"ENSG00000228914"
0.000575937486609318,0.606899274388753,-0.000239910360694579,0.179461963385298,0.0262494429976361,0.12343613676656,0.99999598963716,"ENSG00000107362.13",9,"ENSG00000107362"
-0.00208009243510545,0.156033524768595,-0.00016518302183861,0.561641767393454,0.039056846395236,0.336379490696848,0.999995635947153,"ENSG00000173077.14",9,"ENSG00000173077"
0.00055883231154085,0.727315358682403,-0.000225572855372368,0.453172673872569,0.0369485306911347,0.447988404417641,0.99999779269334,"ENSG00000041982.15",9,"ENSG00000041982"
-0.00112002345207909,0.44933864556529,-0.000474261038047013,0.0797555475584482,0.0349268858352702,0.306457896919993,0.999992318476227,"ENSG00000095397.13",9,"ENSG00000095397"
0.000764536256907102,0.542603471680571,0.000174868378341633,0.494445682643867,0.0419606287381782,0.103285972954563,0.999997157408525,"ENSG00000165023.6",9,"ENSG00000165023"
0.000304726000397195,0.736991993836297,0.000108847647594842,0.669383174587887,0.078938346666583,0.00174147024653234,0.999998062137689,"ENSG00000185963.13",9,"ENSG00000185963"
-0.00147876298301911,0.216410419337574,0.000540123100898906,0.015922476752701,0.0351381392579123,0.00826022771004539,0.999989969452931,"ENSG00000131669.9",9,"ENSG00000131669"
-0.000505553519074412,0.750079769931571,0.000411169837427664,0.113353471498089,0.02822796232464,0.228768400775604,0.99999485956555,"ENSG00000227666.1",9,"ENSG00000227666"
-0.000543457630516791,0.6677980901123,-7.78634501847426e-05,0.773699963595129,0.0464586030198922,0.1393533696478,0.999998318432084,"ENSG00000135069.13",9,"ENSG00000135069"
-0.000222942499851688,0.856589672372771,0.000116120375212307,0.591153747088752,0.0310771481047937,0.0704065516085702,0.999998210477479,"ENSG00000279137.1",9,"ENSG00000279137"
-0.00114259719905407,0.361100745974756,-0.000330012731586278,0.163630344960729,0.0371499179805935,0.141684252571453,0.99999420290549,"ENSG00000167094.15",9,"ENSG00000167094"
0.00121044069532427,0.499238253760182,0.000259871981723668,0.415002804364855,0.0367522687750497,0.465609559338889,0.999997201478775,"ENSG00000136828.18",9,"ENSG00000136828"
0.000827842458283861,0.57268234644949,0.000169052439825107,0.576983195208709,0.0443593870931828,0.283958187168599,0.999997718191208,"ENSG00000230188.1",9,"ENSG00000230188"
0.000508340539999051,0.688383982119997,0.000248805886562288,0.320112872254319,0.0399704798611299,0.198974162509766,0.999996996100231,"ENSG00000225345.3",9,"ENSG00000225345"
-0.000469999601662573,0.795290648142495,0.000137824029257553,0.631973934238752,0.0277264965811442,0.484623499862921,0.999998144944711,"ENSG00000107371.12",9,"ENSG00000107371"
0.000717401172927656,0.739023203180185,7.89040282308148e-05,0.879154249216837,0.0589949806830836,0.57896516869099,0.999998467781265,"ENSG00000175164.13",9,"ENSG00000175164"
-0.00044035170769222,0.735637744662613,-0.000333355319959367,0.0776372150109928,0.0211117983668606,0.0289214923093072,0.999994309022523,"ENSG00000188523.8",9,"ENSG00000188523"
0.000327039412125059,0.778660844061943,-1.22175540703746e-05,0.958518065800519,0.0411388656193073,0.0649245313911195,0.999998512482566,"ENSG00000171102.14",9,"ENSG00000171102"
0.000996860042671198,0.562181109264526,0.00023560101975356,0.381174310363389,0.026813053277134,0.432152423840056,0.999997305966561,"ENSG00000148153.13",9,"ENSG00000148153"
