"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","gene","Chromosome","ENSEMBL"
0.000581685718698616,0.718209469409958,7.72759661854336e-06,0.975216635041223,0.0273691621462388,0.504335019397929,0.99999840983158,"ENSG00000143799.12",1,"ENSG00000143799"
0.00190420121170622,0.139797394254657,-0.000175658896618092,0.527511997771687,0.0488918718104056,0.244006829900458,0.999994664375584,"ENSG00000143294.14",1,"ENSG00000143294"
-0.00491207985250252,0.00407389143346604,0.000405036830843043,0.163219505623008,0.0332113408781912,0.443421030450638,0.999982348647499,"ENSG00000132688.10",1,"ENSG00000132688"
-0.000502009948330013,0.693863472458668,-0.000211650673164957,0.358715762701554,0.0352115892543658,0.199265805416007,0.99999729800806,"ENSG00000272068.1",1,"ENSG00000272068"
0.00183804866186038,0.108192400693656,-0.000428734873374561,0.0680190155626789,0.0423072765533931,0.0318791608383358,0.999990867697648,"ENSG00000198691.11",1,"ENSG00000198691"
-0.00162850617557798,0.200746496212845,-0.000183378843693236,0.349747968716662,0.0238448870327813,0.0214533145430224,0.999993306938663,"ENSG00000226835.2",1,"ENSG00000226835"
0.00231146421286016,0.074954919830493,-0.000162924670794087,0.540395457727553,0.0428395774068946,0.15168439723659,0.999994151994639,"ENSG00000185483.11",1,"ENSG00000185483"
0.000578390757553395,0.679618983989997,-0.000493943408227625,0.0748620665489164,0.041102349350262,0.209709373468606,0.999994246030324,"ENSG00000171621.13",1,"ENSG00000171621"
0.000954755266077513,0.464925840607171,0.000426097258269188,0.0722095593787619,0.0344447661311356,0.153394741826288,0.999992791029242,"ENSG00000162426.14",1,"ENSG00000162426"
-0.00249434456498254,0.12308378281745,-1.17755274256604e-05,0.964789003206723,0.0325031412146029,0.311449481736837,0.999994430312267,"ENSG00000133059.16",1,"ENSG00000133059"
0.00204479195964006,0.17222704816004,0.000323616710329377,0.276417577673295,0.0412168781338234,0.344693293893986,0.999992683924965,"ENSG00000266028.7",1,"ENSG00000266028"
0.00493308667393303,0.000812137862698812,0.000752580710055378,0.00129024024123132,0.0268504550495586,0.203869083598167,0.999973139164824,"ENSG00000174514.12",1,"ENSG00000174514"
-8.17225741916571e-05,0.950665822552991,0.000155513228841509,0.613489246489128,0.0557794358977951,0.154541667354451,0.999998239754,"ENSG00000281406.1",1,"ENSG00000281406"
-0.00237476396455279,0.113196365056021,0.000181999967507394,0.491432977525501,0.032827104523876,0.328351699248152,0.999993984235434,"ENSG00000186007.9",1,"ENSG00000186007"
-0.00396272614039442,0.0179806052763893,0.0010210644070526,0.000824652904610427,0.0441645554206241,0.290667719187073,0.999979008734516,"ENSG00000235363.1",1,"ENSG00000235363"
-0.00229191212665574,0.052716033325959,-5.23196181049653e-05,0.83890637121734,0.0474893205709988,0.027372422579582,0.999993345560462,"ENSG00000116786.11",1,"ENSG00000116786"
-6.86179029499832e-06,0.995875983908981,-2.51792907011436e-05,0.914882385796102,0.0321133655250706,0.15675889625113,0.999998608128521,"ENSG00000116138.12",1,"ENSG00000116138"
0.00124343060718123,0.406032127648682,0.000103193100621989,0.701729543954389,0.0335918035404193,0.301525853535477,0.999997011677052,"ENSG00000183888.4",1,"ENSG00000183888"
0.000948552261238724,0.547120607982195,0.000705498769163825,0.0164198251663868,0.0383980272175744,0.391860886557996,0.999990377708899,"ENSG00000230937.11",1,"ENSG00000230937"
0.00360207229406092,0.00317508939423172,2.08454937285325e-05,0.924756175929743,0.0330042672990515,0.0608691101968263,0.999986075185033,"ENSG00000272145.1",1,"ENSG00000272145"
-0.000752058664335814,0.631758060156363,0.000392875538044678,0.204902575324269,0.0400965018437815,0.301854040449713,0.999996386589226,"ENSG00000198754.5",1,"ENSG00000198754"
0.00224176143668653,0.117613127716521,0.000270309422535785,0.331253202867686,0.038763035033023,0.321462145636115,0.999994139140119,"ENSG00000164002.11",1,"ENSG00000164002"
-0.000513396325663189,0.604422842537421,4.28859678984774e-05,0.864009392460021,0.0639557095342552,0.0179849517694309,0.999998225354033,"ENSG00000163909.7",1,"ENSG00000163909"
-0.00246620354285955,0.0858504515777335,0.000301990954738346,0.500892728684432,0.0977127196862945,0.277448188550854,0.999993412757121,"ENSG00000238287.1",1,"ENSG00000238287"
-0.00170936107714197,0.202024562779889,0.00018003739264404,0.508508345592946,0.0425959431980051,0.220930249108095,0.999995986697595,"ENSG00000279667.1",1,"ENSG00000279667"
0.00210355316329105,0.0798430500088596,-0.000148405572411798,0.512896107653258,0.0358768362868227,0.0377709161066395,0.999994040260648,"ENSG00000179862.6",1,"ENSG00000179862"
-0.000572070883739613,0.601265551160812,-0.000223503580545034,0.29746804976166,0.0386132585254184,0.0382428911345341,0.999996977019427,"ENSG00000171793.13",1,"ENSG00000171793"
0.00163732939500025,0.123617594685989,5.90875471108002e-05,0.799284724493453,0.0483947602038798,0.0828501817205695,0.999995296171595,"ENSG00000162522.10",1,"ENSG00000162522"
0.00272758444278486,0.0661267999903888,4.41139387687012e-05,0.867431310317987,0.0331913758773222,0.332662913544072,0.99999358361056,"ENSG00000176256.10",1,"ENSG00000176256"
-0.00197085392639436,0.184316244174445,0.000197915935383323,0.391772269098601,0.0253743522123324,0.312466576556207,0.99999525852566,"ENSG00000270115.1",1,"ENSG00000270115"
0.00101336832387989,0.433505719827432,0.000187142624211596,0.382677978694254,0.0275219583406932,0.00872214003737618,0.999997109648262,"ENSG00000184389.9",1,"ENSG00000184389"
-0.00030129838438638,0.797966404568078,-4.11061468838855e-05,0.866889051571791,0.0436150669927514,0.0250165773749483,0.999998523846929,"ENSG00000004455.16",1,"ENSG00000004455"
0.000678185499477841,0.55574933867652,-0.000150221709641125,0.492537242490022,0.0362925350035989,0.0128533967768776,0.999997373684733,"ENSG00000158195.10",1,"ENSG00000158195"
-0.00127882630161391,0.263970892301215,-0.000379431989706116,0.0744365597866456,0.0367560703276553,0.119560955941321,0.999993060752788,"ENSG00000117758.13",1,"ENSG00000117758"
-0.000372805749093779,0.863931735035158,7.81188489432256e-06,0.988101770962989,0.0501084984502424,0.422025432751004,0.999998529177162,"ENSG00000153187.18",1,"ENSG00000153187"
-0.000440468820384413,0.778546189051868,-0.000381832560371587,0.230935990729501,0.0424826920107791,0.33484974751968,0.999996529578061,"ENSG00000173728.10",1,"ENSG00000173728"
-0.000757576297500109,0.659532456681415,-5.98973689705161e-05,0.849669007499453,0.0383612052127978,0.449746066020472,0.99999823749939,"ENSG00000270457.1",1,"ENSG00000270457"
-0.00121701500559071,0.406243482813404,-0.0006361751732272,0.125406086929237,0.0811128611587282,0.35230625594372,0.999994412421116,"ENSG00000229367.1",1,"ENSG00000229367"
-0.000746954764279825,0.589014884620873,0.000336437842481528,0.224408556001223,0.0435846809260951,0.280990143905276,0.999996057441525,"ENSG00000119280.16",1,"ENSG00000119280"
-1.70672249902039e-05,0.991136653308449,-0.000370011159937417,0.232022499678688,0.0425741574261766,0.390608802130511,0.999996577988783,"ENSG00000116774.11",1,"ENSG00000116774"
-0.00241306096227072,0.11526762850198,-8.67334984937378e-05,0.75550582746102,0.0345201471693319,0.381039593362421,0.99999476563699,"ENSG00000272033.1",1,"ENSG00000272033"
-0.000954312052305863,0.568511154687703,5.20488527050971e-05,0.891512822452637,0.0550243146898995,0.480572460248432,0.99999804356065,"ENSG00000203667.9",1,"ENSG00000203667"
0.00328560327058549,0.0521082076054641,0.000213585857214976,0.572255021656461,0.0508919176336455,0.536312003165424,0.999993062522769,"ENSG00000117500.12",1,"ENSG00000117500"
0.00107563520232498,0.284578794545901,0.000416903870058395,0.0412176466539313,0.0419914204290867,0.155779759783771,0.999991367432693,"ENSG00000143033.17",1,"ENSG00000143033"
-0.000777319779557659,0.506490194429739,-0.000136750050805611,0.603409874867721,0.0520668099782126,0.209572117502085,0.999997700378862,"ENSG00000117505.12",1,"ENSG00000117505"
0.00783413778725335,0.00155032654582194,0.00086536489089478,0.00217553116793525,0.0154637565989079,0.64804810999761,0.999953721454851,"ENSG00000206680.1",1,"ENSG00000206680"
-0.00130700869470264,0.213876895363219,0.000546376396914721,0.0479087570185316,0.0697441132783599,0.111936402379451,0.999992293784028,"ENSG00000122483.17",1,"ENSG00000122483"
0.000831354254545467,0.573940697913718,0.000204903058944206,0.412839743595021,0.030464566859801,0.267224522628955,0.999997213926479,"ENSG00000182118.7",1,"ENSG00000182118"
-0.00062783944041826,0.574156509184275,0.000421383772451904,0.04049266868397,0.0342626477277202,0.0381465287807185,0.999992706528905,"ENSG00000135766.8",1,"ENSG00000135766"
0.0016698967088586,0.202178863280349,3.7443535347204e-05,0.862681622457308,0.0283226276590311,0.239900950744506,0.999996127100676,"ENSG00000158796.16",1,"ENSG00000158796"
-0.000331477340480941,0.786032343469348,0.000179699224125994,0.462512011962766,0.0402335015484246,0.0386428009223964,0.999997785347018,"ENSG00000158793.13",1,"ENSG00000158793"
-0.000124138086305039,0.903731097371441,0.000269028680967694,0.228419458703733,0.0476007864169237,0.0242570898939635,0.999996526687626,"ENSG00000090104.11",1,"ENSG00000090104"
0.00334607208637402,0.0726019146831391,-0.000635870030583229,0.0310589255082232,0.0284295304034408,0.49177394896168,0.999989091938323,"ENSG00000282608.1",1,"ENSG00000282608"
-0.000779825579637377,0.47229514811469,-0.000400183529534406,0.0820002323966429,0.0455515394416216,0.0514667684186004,0.999993667849862,"ENSG00000185519.8",1,"ENSG00000185519"
-0.0016185079754161,0.159433586575921,-0.000476889906073119,0.0528687370638611,0.0461826830986893,0.0339889091709563,0.999992124845234,"ENSG00000055070.16",1,"ENSG00000055070"
-0.00223670008483579,0.064045983952731,-0.000292438202693041,0.159212868183574,0.0307949251492747,0.134536792924013,0.999990694244898,"ENSG00000065526.10",1,"ENSG00000065526"
-0.000991122922957683,0.429465051206229,-4.51981901896306e-05,0.890349132979795,0.0691350327106782,0.090895224174398,0.999997740679064,"ENSG00000162461.7",1,"ENSG00000162461"
0.0035255987847589,0.0125565295651424,0.000185393109297485,0.500927777650064,0.0401587688563398,0.237046006317666,0.999989410923078,"ENSG00000173641.17",1,"ENSG00000173641"
9.2314758373945e-05,0.939519096944388,5.2780296920875e-05,0.787193842611323,0.0261792617487891,0.0358428211192479,0.999998516821202,"ENSG00000116771.5",1,"ENSG00000116771"
0.00168881632361559,0.177682262601189,-1.99431398639395e-05,0.931446421840718,0.0354407965506865,0.238393839475975,0.999995948982601,"ENSG00000273338.1",1,"ENSG00000273338"
-0.00114700865017316,0.289119452800094,-7.17435575491817e-05,0.758468244748228,0.0467349559762221,0.0415955936955332,0.999996583026431,"ENSG00000162614.18",1,"ENSG00000162614"
0.00296709736734655,0.0100713335880998,-8.0407824542025e-05,0.749416703619189,0.0480473456396683,0.0503665421661771,0.99998818862596,"ENSG00000187554.11",1,"ENSG00000187554"
-0.00120034016880498,0.295530838402619,-0.000172146560510904,0.41007597164048,0.0353426876620467,0.162356626459612,0.999996339519897,"ENSG00000178796.12",1,"ENSG00000178796"
0.00246349259345314,0.0338965577745641,0.000967579844269646,0.000831175537809586,0.0654347205938301,0.075343645475794,0.999979637339984,"ENSG00000249602.1",1,"ENSG00000249602"
-0.000596231011849684,0.722799233606401,-0.000261874379306809,0.318947826116692,0.035187582399842,0.0759141080534213,0.999997170197434,"ENSG00000263956.6",1,"ENSG00000263956"
0.00133830120991285,0.330903217460222,0.00013782990642956,0.619887702164092,0.0417836066608964,0.22278212940902,0.999997189315568,"ENSG00000131778.18",1,"ENSG00000131778"
