"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","gene","Chromosome","ENSEMBL"
0.00116035438255533,0.333233302776939,-0.000160251305241489,0.532326916597056,0.046159071609813,0.0830967545712458,0.99999630155456,"ENSG00000151849.14",13,"ENSG00000151849"
-0.00134306248729112,0.353320554295697,0.000148739074435788,0.61195018851034,0.0422647438515764,0.34999233957984,0.999997278662487,"ENSG00000260509.2",13,"ENSG00000260509"
-0.00109166915817279,0.533087724030228,-0.000447114421141541,0.270539380466288,0.0549774143220118,0.499797503994795,0.999995710023176,"ENSG00000205822.10",13,"ENSG00000205822"
0.00162868162209355,0.340750796365823,0.000583804032125281,0.0911268810824163,0.0427203385088609,0.511457772906008,0.999994066444477,"ENSG00000232977.6",13,"ENSG00000232977"
0.00019463113040564,0.890037167346574,0.000371962696223621,0.428688858205823,0.111504526644798,0.123783463431091,0.999997302108879,"ENSG00000152749.7",13,"ENSG00000152749"
0.000153065378695958,0.91155639312955,0.000436502020563368,0.198538033170716,0.0608620159743409,0.0561840570999328,0.999995288471402,"ENSG00000102595.19",13,"ENSG00000102595"
-0.00210654214536202,0.159670350318398,-1.48008342087451e-05,0.958855279954259,0.040387634647978,0.349971357774916,0.999995450125789,"ENSG00000134873.9",13,"ENSG00000134873"
0.00230578840370524,0.129938139515605,-0.00013414085678478,0.666743989993209,0.0439039980462469,0.226458818222025,0.99999513899826,"ENSG00000247400.3",13,"ENSG00000247400"
-1.93864950244489e-05,0.986121063288993,-0.000220342018722467,0.361032117950126,0.0480113016354696,0.142495678857555,0.999997463819547,"ENSG00000102547.18",13,"ENSG00000102547"
-0.00187691923458022,0.240305298130597,-0.000471819662486751,0.147679898007539,0.0454018240084785,0.383335232378608,0.999994621766646,"ENSG00000136169.16",13,"ENSG00000136169"
-0.000694483800446499,0.6181585816384,0.000454215319053881,0.075871959498085,0.0358431692446204,0.270496221024746,0.999993175934151,"ENSG00000277684.1",13,"ENSG00000277684"
0.00063402097581977,0.587061895320906,0.000475046165934757,0.047296329194344,0.0425866256962703,0.0550729894638974,0.999992736120215,"ENSG00000235205.1",13,"ENSG00000235205"
