"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","gene","Chromosome","ENSEMBL"
0.00113350676148957,0.377552508486767,0.00013015220584646,0.593767249746437,0.0365243369114417,0.122146788944581,0.999996644240977,"ENSG00000260034.1",16,"ENSG00000260034"
0.00205060826968545,0.101891764564665,9.46886935495313e-05,0.710525655577475,0.0422441884057756,0.131410267701184,0.999994184605117,"ENSG00000260448.5",16,"ENSG00000260448"
0.000233210314030335,0.890364540029289,-0.000374396861170254,0.276605079966614,0.0463761107621258,0.483998613255307,0.999996836489718,"ENSG00000279357.1",16,"ENSG00000279357"
0.00210957787338273,0.149106309836071,0.000161623424185308,0.653737078029986,0.0613586390833226,0.125455261140424,0.999992779865496,"ENSG00000250251.6",16,"ENSG00000250251"
0.00162946079932628,0.18440748362143,-0.00025832867226742,0.30516395410984,0.0425614881178605,0.0597542842277786,0.999994221854144,"ENSG00000207425.1",16,"ENSG00000207425"
-0.0023859580334321,0.0522749870300849,-0.000140850859223272,0.577738998054248,0.0436837314309691,0.228975700592055,0.999992317239644,"ENSG00000085721.12",16,"ENSG00000085721"
-0.00170177272938937,0.390156664892168,-0.000269983324766182,0.496587384185203,0.0435444951487678,0.603148546453109,0.999996586475861,"ENSG00000260495.1",16,"ENSG00000260495"
-0.000416907910752595,0.801032754725448,-7.51007780448315e-05,0.835828244922528,0.0501813931457378,0.449042931447163,0.999998499066595,"ENSG00000278985.1",16,"ENSG00000278985"
-0.00159369160922838,0.287412235641246,0.000181490909894743,0.611854072742123,0.0622430872307742,0.38907094726931,0.999996730977267,"ENSG00000141101.12",16,"ENSG00000141101"
-0.000690942976215051,0.673019877541317,0.000485237858298809,0.152960261608965,0.0451068136550066,0.483974579026142,0.999995431965482,"ENSG00000103154.9",16,"ENSG00000103154"
-0.000902162716733343,0.599644845930769,-0.000336035557177637,0.379211585268721,0.052809304433563,0.4344538977365,0.999996355494386,"ENSG00000140943.16",16,"ENSG00000140943"
0.00410726423837734,0.0013170212056358,0.000678763513695246,0.00595589731240922,0.0384328903971424,0.163965876808057,0.999975102349916,"ENSG00000153443.12",16,"ENSG00000153443"
0.00291707811736676,0.00778797364211889,0.000204828688439982,0.439373318150287,0.0595446107250542,0.132179374457026,0.999985592649591,"ENSG00000280429.1",16,"ENSG00000280429"
-0.00404566772059915,0.0185847516701764,0.00079390775112607,0.195962625529554,0.127836744548839,0.107122759159125,0.999990660805548,"ENSG00000263335.1",16,"ENSG00000263335"
0.000119558622170711,0.920609496279825,8.84377092475393e-05,0.70188939337424,0.0374474181566862,0.0506296623607179,0.999998416809876,"ENSG00000263065.1",16,"ENSG00000263065"
-0.000722853071216995,0.558514419988987,9.87357587632624e-05,0.665740202501748,0.0346623532494649,0.0811500678991017,0.999997760678422,"ENSG00000072864.14",16,"ENSG00000072864"
0.00414817748379541,0.00786794866614211,0.000332303022923854,0.655789204802558,0.22691418954989,0.0838416887721009,0.999979345768054,"ENSG00000183793.13",16,"ENSG00000183793"
-0.00542282871859526,0.000717949422021655,0.000110290972663465,0.822517857141301,0.0918068151824987,0.426036891996105,0.999982276473269,"ENSG00000183426.16",16,"ENSG00000183426"
