"causal_effect","causal_pvalue","pleiotropy_effect","pleiotropy_pvalue","sigma_cisSNP","sigma_error_1","sigma_error_2","gene","Chromosome","ENSEMBL"
0.00185349132310065,0.390453798155089,-0.000550409020490687,0.258375898015214,0.053319740668184,0.482270891998503,0.999996718904108,"ENSG00000235954.6",22,"ENSG00000235954"
0.00181403158846338,0.145501034798157,-0.000120066273426394,0.629195172441752,0.0403344317150357,0.0990243938328334,0.999995651261083,"ENSG00000232363.1",22,"ENSG00000232363"
-0.000431105560818625,0.780592717513812,0.0005707631283063,0.159331548169014,0.071538753244287,0.380492078188838,0.999995880778748,"ENSG00000100350.14",22,"ENSG00000100350"
-0.000970343561715914,0.423526145267854,0.000445689567711758,0.0692470196044243,0.0411111567944621,0.0255409326586428,0.999994033950512,"ENSG00000128309.16",22,"ENSG00000128309"
0.00375684811837985,0.0636615679873816,0.000378958951893217,0.316366465376269,0.036373309346105,0.624018713731674,0.999991727762961,"ENSG00000100348.9",22,"ENSG00000100348"
-0.000818270365538269,0.743338001393412,0.000937566105953528,0.0915209876749201,0.0488739202214002,0.521820436102726,0.999987050948217,"ENSG00000237668.1",22,"ENSG00000237668"
-0.000638017373363555,0.637587158639985,0.000306302758740238,0.299570139878716,0.0487336333348148,0.278011716256189,0.999997117021402,"ENSG00000169668.11",22,"ENSG00000169668"
-0.00039953390889083,0.785465716484396,0.000301820384904407,0.254237040103417,0.0337492837144854,0.279475670356008,0.999996831108755,"ENSG00000099904.15",22,"ENSG00000099904"
0.00263046195131031,0.0678771683566396,-0.000185261602209805,0.541846512369571,0.0450210353851169,0.364217029317426,0.999993888826121,"ENSG00000273343.1",22,"ENSG00000273343"
-0.00123813076959187,0.260736951541052,-6.82951961120122e-05,0.735117689551689,0.0338068849292762,0.03490849920696,0.999996616525806,"ENSG00000184113.9",22,"ENSG00000184113"
-6.95696639246965e-05,0.973533684906093,-0.000616550349929827,0.207513659536619,0.0553756391033677,0.547277721606777,0.999995497113945,"ENSG00000093010.13",22,"ENSG00000093010"
0.000723168143015692,0.612864177568651,-0.0015246859007885,0.124345785247801,0.481260019634153,0.0383793769028949,0.999991794134495,"ENSG00000249923.1",22,"ENSG00000249923"
0.000998046701308509,0.521804500003161,-0.000848821727382165,0.0230423123951963,0.0593240271772061,0.427536444296798,0.999991293126919,"ENSG00000100109.16",22,"ENSG00000100109"
