"phenotype","causal_b","causal_se","causal_p"
"ENSG00000151849.14",0.00871596451212422,0.00478377550656654,0.0684573474506677
"ENSG00000260509.2",-0.00337536312894382,0.00383781292201874,0.379129292036145
"ENSG00000205822.10",-0.00263705313665497,0.00329232103133533,0.423148528281962
"ENSG00000232977.6",0.00161958595883251,0.00516063878484464,0.753646818563334
"ENSG00000152749.7",-0.00135481080626701,0.00364405587878722,0.710051810634304
"ENSG00000102595.19",0.00709295112567639,0.00666729842766723,0.287400347059906
"ENSG00000134873.9",-0.00726866989477566,0.00411046437393523,0.0770052462274009
"ENSG00000247400.3",0.00563025822907998,0.00535828437716792,0.293369916994883
"ENSG00000102547.18",-0.00946359550069354,0.00856068380899953,0.268955158540838
"ENSG00000136169.16",0.000990533702513473,0.00621954796964192,0.873462958058563
"ENSG00000277684.1",-0.00632709137639085,0.00466876699277615,0.175355321894551
"ENSG00000235205.1",-0.00341903764851194,0.00358349257142253,0.340029158059421
"ENSG00000275880.1",-0.00259304225968223,0.0045955619157285,0.572584529984642
"ENSG00000261105.5",0.0240351597991825,0.00278183005826377,0
"ENSG00000250878.3",-0.00943995347241432,0.00313979377298514,0.00264228794845434
"ENSG00000102710.19",-0.00393021792430095,0.00444146857979,0.376215137016511
"ENSG00000133101.9",0.00304667081574102,0.00404285416163405,0.451093021983295
"ENSG00000120669.15",0.000743086943385885,0.00254895798894386,0.770649236855889
"ENSG00000226161.1",-0.00114086485245232,0.00404546830259169,0.777935399647403
"ENSG00000205861.11",-0.00553106137106323,0.00445505616108351,0.214412053378779
"ENSG00000228741.2",-0.00163490821477967,0.00314628087781985,0.603320092407501
"ENSG00000151846.8",-0.00440111226067724,0.00466492985547884,0.3454525115876
"ENSG00000277246.1",-0.00553517731499564,0.00349255940832143,0.113000774519728
"ENSG00000083642.18",-0.00896288817990748,0.00708291513125829,0.205719508752292
"ENSG00000169508.6",0.0162118645171326,0.00647221750009546,0.0122507052619272
"ENSG00000260992.1",0.00287162184200909,0.00356233758093349,0.42018170898113
"ENSG00000203441.2",-0.00144795179104994,0.0035333414519725,0.681955061424964
"ENSG00000229715.4",-0.00596999441575668,0.00527669259507891,0.257891203367226
"ENSG00000279499.1",-0.00117071439720531,0.00321524693234776,0.715773353011754
"ENSG00000150456.10",0.000185942970925243,0.00627428649944719,0.97635758080451
"ENSG00000226525.5",0.0056156471855722,0.00340700066315526,0.0992978678704282
"ENSG00000165487.13",0.0103400878742193,0.00566100110872907,0.0677678211751384
"ENSG00000261728.1",0.0103436412321156,0.0058240557925192,0.0757295736562271
"ENSG00000231817.7",0.00410368107407192,0.00452061691587232,0.363999674835244
"ENSG00000274898.1",-0.00577398804844176,0.00454217535550466,0.20365948479671
"ENSG00000227676.3",-0.000274295917827893,0.00273876012538009,0.92022260525983
"ENSG00000152193.7",-0.0145673267850622,0.00907596381307152,0.108483987975415
"ENSG00000224429.7",0.00208851626652361,0.00293475736854542,0.476682341940056
"ENSG00000132953.16",0.00710733399850396,0.00511440244305786,0.164628968751347
"ENSG00000073910.19",-0.000842998472171392,0.00969201828117861,0.930688498499206
"ENSG00000275248.1",0.00596675140173271,0.00344120513802179,0.0829334653410123
"ENSG00000274718.1",0.00323923300646649,0.0043307155032775,0.45447996186548
"ENSG00000136108.14",0.00165452544497334,0.00481330495769915,0.731041826673134
"ENSG00000253710.2",0.00490725611446505,0.00465486782023713,0.291782071574087
"ENSG00000121742.16",-0.00831512399221187,0.00439399528903631,0.0584399086384599
"ENSG00000196199.13",-0.00343629889653511,0.00796187818965983,0.666036516254893
"ENSG00000132950.18",-0.0185534276165164,0.00550703826065351,0.000754307082119543
"ENSG00000165474.5",-0.00568241132111184,0.00399233971462774,0.154640918097856
"ENSG00000179141.9",-0.00201630809808262,0.00419756248098348,0.630977023549925
"ENSG00000224511.1",-0.00259436374775358,0.0045569448787479,0.569138417402751
"ENSG00000213995.11",0.00134624360185344,0.0051590636259759,0.794133166191591
"ENSG00000102683.7",-0.007481305112505,0.00466831486027733,0.109029443254018
"ENSG00000229246.1",0.00959247912684557,0.00370530417471172,0.00962968490322491
"ENSG00000215417.12",-0.00731217200109309,0.00490648125660831,0.136143070029089
"ENSG00000165480.15",0.00575742667675215,0.00400051075756358,0.150101540935141
