"phenotype","causal_b","causal_se","causal_p"
"ENSG00000235954.6",0.0105774165240416,0.00522273279336194,0.0428401880435784
"ENSG00000232363.1",0.00301979882068422,0.00378058260368717,0.424426419143751
"ENSG00000100350.14",0.000188685676771134,0.00554423769332976,0.972851032016809
"ENSG00000128309.16",0.000598696338715168,0.00610625937530475,0.921895502343078
"ENSG00000100348.9",0.0102942379061986,0.00687533680835736,0.134322928230914
"ENSG00000237668.1",-0.0163436385408171,0.00399391637233317,4.27422655857601e-05
"ENSG00000169668.11",-0.00958565723264662,0.0061449169122691,0.118775770519115
"ENSG00000099904.15",-0.00584785838188318,0.0089473950563298,0.513380998121139
"ENSG00000273343.1",-0.00433890730288319,0.00504833277105481,0.39007943614435
"ENSG00000184113.9",-0.00781501253258191,0.00641425683935705,0.223078992702415
"ENSG00000093010.13",-0.00609464570601331,0.00435316421902149,0.161498474105192
"ENSG00000249923.1",-0.00238867732433082,0.00277173428051603,0.388798235970704
"ENSG00000100109.16",-0.000311322583498773,0.00438252509653315,0.943368099599994
"ENSG00000128203.6",-0.0157307839849797,0.00371902113752296,2.3388005131797e-05
"ENSG00000261188.1",-0.0110279143181029,0.00418314122983276,0.00838215522600061
"ENSG00000100099.20",-0.000385837080860386,0.00518695058947429,0.940703160221557
"ENSG00000100023.18",0.016499893802722,0.0076663114048839,0.0313768985948295
"ENSG00000183506.17",-0.00225593156087922,0.00421704393501616,0.592680511942388
"ENSG00000100104.13",-0.00840939387490964,0.00382036732316491,0.0277218438012677
"ENSG00000133454.15",0.00134161977298872,0.00390641685167717,0.73126747762026
"ENSG00000279110.1",0.000959518753254119,0.00476543944516373,0.840425315429446
"ENSG00000128294.15",0.0101719027599282,0.00406321104011828,0.0123001282266062
"ENSG00000185666.14",-0.00159345426113277,0.00365025830638732,0.662450846370584
"ENSG00000100365.14",0.0222955446400238,0.00611690411889436,0.000267488852238262
"ENSG00000100320.22",0.00858255310442996,0.00928677995497599,0.355398391288117
"ENSG00000100368.13",0.0071277920337151,0.00693263135200977,0.303878791643008
"ENSG00000128311.13",0.00823614446244269,0.00703851159860892,0.241938888537756
"ENSG00000100353.17",-0.00284101805693601,0.00713526995592004,0.690508223206141
"ENSG00000100280.16",-0.0229322545171967,0.0166698951015937,0.168924196982269
"ENSG00000167065.13",0.0191740950336372,0.00457142365482534,2.73669895404227e-05
