"phenotype","causal_b","causal_se","causal_p"
"ENSG00000180834.7",0.00505008511655804,0.00661460124083543,0.445179946916268
"ENSG00000233885.7",0.0139068913169526,0.0041532021602248,0.000812577729479957
"ENSG00000175193.13",0.0071673547164328,0.0071810573767447,0.318234830248391
"ENSG00000272922.1",0.00845254561750192,0.00497734098544367,0.0894690669871472
"ENSG00000196639.6",-0.00151743200972069,0.00644371049234699,0.813828123237819
"ENSG00000197548.12",0.00304692694185417,0.00505692451624688,0.546824266846389
"ENSG00000228221.5",-0.013744036487166,0.00417711317874866,0.00100073722128113
"ENSG00000132182.11",0.00914757421283664,0.00622629565498292,0.141782877632463
"ENSG00000154764.5",0.00525054668727749,0.00434229757080609,0.226600129514257
"ENSG00000170876.7",-0.0123496703235182,0.00842554865113741,0.142718917562872
"ENSG00000240137.5",0.0167505401673401,0.00652530949774831,0.0102579407767842
"ENSG00000134115.12",-8.76174796343064e-05,0.00300371100416126,0.976729212124864
"ENSG00000224957.5",-0.00543299729310617,0.00414959906620946,0.190438687217295
"ENSG00000121578.12",-0.00251314469411881,0.00547555073327457,0.646251621056212
"ENSG00000144847.12",-0.00325930477617025,0.00580172994755445,0.574264871866928
"ENSG00000113845.9",-0.00779115493630596,0.00942049604546531,0.408212712225923
"ENSG00000163389.10",0.00106604051007188,0.00491324610542682,0.828229582826515
"ENSG00000242052.1",-0.00245726493718594,0.00398226509355245,0.537200378419728
"ENSG00000176142.12",-0.000228963772996307,0.00768632093013381,0.976235750916318
"ENSG00000261786.1",0.0105834288387092,0.00518333558627446,0.0411695701035486
"ENSG00000228205.1",-0.00883855453858301,0.00421039182883269,0.0357971810304952
"ENSG00000272970.1",-0.000148198373318107,0.00465944624926561,0.97462675731541
"ENSG00000114770.16",-0.0165115562094406,0.00669743189348314,0.0136877049473485
"ENSG00000163904.12",0.0074135885841472,0.00733686517645156,0.312276272824636
"ENSG00000145191.12",0.00315340038076206,0.0122604113293413,0.797022961921576
"ENSG00000230077.1",-0.00381640507112614,0.00383570117210531,0.319751175462485
"ENSG00000163606.10",-0.0345152789728437,0.00480558363819236,6.85340673101109e-13
