"phenotype","causal_b","causal_se","causal_p"
"ENSG00000175387.15",0.0116836234171744,0.00607880498332657,0.0546024409501656
"ENSG00000267293.1",-0.0037048293218124,0.0049630348021632,0.455374697813584
"ENSG00000267097.1",-0.00522104909758771,0.00379758722780703,0.169183154812048
"ENSG00000266968.2",-0.00722568996528021,0.00401009035845789,0.0715647446845901
"ENSG00000152229.18",-0.00384311562252181,0.00755449378959069,0.610949100820802
"ENSG00000266846.1",-0.00217103859096816,0.002938051503247,0.459944503862472
"ENSG00000263823.1",0.00267434407434677,0.00455325160450756,0.55696988444433
"ENSG00000118680.12",-0.00831923456092903,0.00562645348480741,0.139249133099549
"ENSG00000141639.11",0.00913723877932547,0.00660944123667086,0.166832795499835
"ENSG00000265490.1",-0.00150915822903882,0.00256189280191287,0.555808023542231
"ENSG00000132199.18",-0.00163169413510358,0.00574459215745929,0.776379703071779
"ENSG00000266149.1",0.00574736097322715,0.00413166017158114,0.164209157745248
"ENSG00000178127.12",-0.0230429410874024,0.00750635265882848,0.002142079203863
"ENSG00000266708.1",0.000720705011934872,0.003703030179621,0.845685945911308
"ENSG00000141759.14",0.0356116276993097,0.0117787050883244,0.00249959284739576
"ENSG00000226742.3",0.0126698104475296,0.0115821600404913,0.273995597801722
"ENSG00000060069.16",0.0152385363007509,0.00946082794880409,0.107245570020454
"ENSG00000141665.11",0.0111062249033395,0.00502152691989591,0.0269858334344447
"ENSG00000276934.1",0.00283986263591262,0.00363502864438998,0.434656036338369
"ENSG00000133313.14",-0.0017068895013961,0.0107924844428405,0.874334361064468
"ENSG00000280302.1",-0.0041272335991315,0.0043728884156359,0.345259995813446
"ENSG00000101605.12",0.00804345358600425,0.00476928191954987,0.0916971290104429
"ENSG00000264269.1",0.00351920779801158,0.00313249886796923,0.26124616106481
"ENSG00000141425.17",0.0018151876969092,0.0107346804133978,0.865721411231198
"ENSG00000274184.1",-0.00168066491552897,0.00599833880217162,0.779332970469073
"ENSG00000278983.1",0.00710844026368476,0.0030656345409088,0.0204085926697859
"ENSG00000197641.11",-0.000521423898991397,0.00525741526637748,0.920996342983853
"ENSG00000206072.12",0.00991760408943438,0.00434809373439331,0.0225538600758876
"ENSG00000057149.15",-0.00515766554456542,0.00665228189931322,0.438148965264987
"ENSG00000273348.1",0.00170704046523366,0.0077705387713342,0.826119529103024
"ENSG00000101752.11",0.000466089675056414,0.0119319606357492,0.968840728337911
