"phenotype","causal_b","causal_se","causal_p"
"ENSG00000138182.14",-0.00628270051856434,0.00560605681131573,0.262416140461446
"ENSG00000152779.13",0.00611900371566218,0.00680604226576383,0.368623570192566
"ENSG00000048740.18",-0.023387175362735,0.00955929936326865,0.0144236168886082
"ENSG00000026025.15",-0.0283377055850267,0.0107936219864784,0.00865441555269386
"ENSG00000042286.14",-0.00532435614220385,0.00476650879909476,0.263979451482295
"ENSG00000075073.14",-0.00387963340286673,0.00554714266095332,0.484306387382166
"ENSG00000099282.9",-0.014227373795317,0.00575257112114021,0.0133901695300359
"ENSG00000229097.1",0.00634555667344433,0.00408085070377957,0.119955767517524
"ENSG00000156515.21",-0.00241736871181577,0.00943726860646104,0.797834003936731
"ENSG00000198954.7",-0.00733147972367156,0.00764976559998571,0.33786476067374
"ENSG00000148734.7",-0.00261025262298047,0.00289806246275102,0.367753764705661
"ENSG00000151240.16",-0.00618208617479715,0.00900274744201018,0.492278832687041
"ENSG00000107521.18",-0.0116619121529,0.00608375474220707,0.0552514164082888
"ENSG00000198873.11",-0.0112021492484631,0.00891289900043128,0.208809088837034
"ENSG00000107560.10",0.00793459664885178,0.008250902705126,0.336218378017483
"ENSG00000119979.16",-0.000261457189193291,0.00580097028579514,0.964050488832628
"ENSG00000183605.16",-0.00195586256232238,0.00216959332023476,0.367328857574054
"ENSG00000151893.14",0.00821818299273535,0.00512395434416295,0.108741577509783
"ENSG00000151640.12",-0.00814427435142894,0.00263963348268846,0.00203291721928278
"ENSG00000260589.1",-0.0130543923790076,0.00589303341756647,0.0267446546994135
"ENSG00000225527.1",-1.89721424027778e-05,0.00351318020391077,0.995691224174653
"ENSG00000150594.6",-0.000303136832852867,0.00418170170173668,0.942210959243921
"ENSG00000233117.2",-0.00570172252628103,0.00462513665884842,0.21766216738329
"ENSG00000224597.9",0.00524399101469638,0.00428833858377356,0.22138669317665
"ENSG00000152455.15",0.00297064827026693,0.00524901095854558,0.571431588812493
"ENSG00000107679.14",-0.00271195285728147,0.00655498982389786,0.679076667780742
"ENSG00000255624.2",0.00105718083403561,0.00413320648771525,0.798122721078838
"ENSG00000179988.13",-0.00409092640289335,0.00383689267587573,0.286329539796436
"ENSG00000280560.1",0.00963228354213681,0.00419489573911608,0.0216649397556105
"ENSG00000280401.1",-0.00243175320293375,0.00326350516595233,0.456189875140774
"ENSG00000197444.9",0.0137630873872367,0.0038916177182053,0.000405316115036247
"ENSG00000204161.13",-0.0076384769689699,0.00780158924652036,0.327534311928886
"ENSG00000107485.15",-0.00280613312331047,0.00702129876824816,0.689406867525107
"ENSG00000136738.14",-0.00292115840600288,0.0055473341049563,0.598479872949729
"ENSG00000148488.15",0.00902234652851919,0.0045730143474371,0.0485008139081293
"ENSG00000227345.8",0.00102919685996817,0.00808239980486968,0.898672862567324
"ENSG00000133665.12",0.0142494590439911,0.00490410092365878,0.00366525005372775
"ENSG00000242600.8",0.00233796753274661,0.00426878962808381,0.583905722227783
"ENSG00000283101.1",-0.00802122989816021,0.00423795539220144,0.0583961523324861
"ENSG00000099290.15",-0.0108203896161765,0.00469634881923457,0.0212226204384848
"ENSG00000225137.1",0.0227272809908261,0.0071012515614386,0.0013720778134928
"ENSG00000148719.14",0.0168849528458607,0.00756244635554997,0.0255663011947962
"ENSG00000138316.10",0.00105262196839565,0.00613087038267388,0.863679602315885
"ENSG00000107736.19",0.0024079691268869,0.0037781685185653,0.52390491769536
"ENSG00000215065.3",-0.000470931461095492,0.00484545979047236,0.922575308681561
"ENSG00000204174.7",0.0513721337483632,0.00764160493508124,1.78400627603992e-11
"ENSG00000265366.6",-0.0130614663362197,0.00631059418310103,0.0384740689162333
"ENSG00000107854.5",-0.00897899470985057,0.0104603541963031,0.390680774437377
"ENSG00000138115.13",0.00135263753038212,0.00446269748767865,0.761814692070738
"ENSG00000095585.16",0.00801638555259336,0.00822819326221518,0.329928305600168
"ENSG00000077420.15",-0.0321705053643743,0.00884177635269919,0.00027426649943596
"ENSG00000273107.1",0.00885658245317051,0.00450486912951442,0.0492983607432265
"ENSG00000052749.13",-0.0151262241880653,0.00996794219906984,0.129143735669044
"ENSG00000155254.12",0.0287006457769946,0.00689344117304382,3.1344518241716e-05
"ENSG00000165633.12",-0.00736958429830559,0.0112928204879263,0.514020487008953
"ENSG00000120539.14",0.00190682920456634,0.00268386604785837,0.47740744026152
"ENSG00000229190.1",-0.00180653190663749,0.00372709542373148,0.627887500025102
"ENSG00000165512.4",0.0375241456030953,0.00730319645767505,2.77612715260389e-07
"ENSG00000226245.1",-0.00175945083086535,0.00602908135245524,0.770418633129154
"ENSG00000277288.3",0.0181233278818418,0.00509768580995322,0.000377681733631952
"ENSG00000148468.16",0.00112356699424503,0.00413798802140028,0.785987312220407
"ENSG00000187522.14",-0.00480550631381951,0.00645491296617766,0.456590567162749
"ENSG00000119927.13",0.00427043948770241,0.00676936171441985,0.528139800099792
"ENSG00000151150.21",-0.00985655275081043,0.00588169147015043,0.09377690158951
"ENSG00000204179.10",0.0160817080988751,0.00450164402225961,0.000353714069308286
"ENSG00000150175.13",-0.0183032283157993,0.00479770906508438,0.000136186585158016
"ENSG00000266524.2",-0.00223959237165398,0.0111517012869875,0.840831770501087
"ENSG00000165995.18",-0.00393915852334898,0.00748662080244867,0.59877721772264
"ENSG00000240291.1",0.00613794066724672,0.00356193258781566,0.0848514282936647
"ENSG00000196372.12",-0.000334897114356527,0.00485966012211171,0.945058320859186
"ENSG00000134452.19",-0.0213375546653976,0.00532459637674553,6.14022056606434e-05
"ENSG00000237169.1",-0.000996104555361622,0.00338056807457026,0.768256703590667
"ENSG00000155629.14",0.00775511511420798,0.00698625495328795,0.266976074826177
"ENSG00000166033.11",-0.0130586162944808,0.00756703800552848,0.0843971448135348
"ENSG00000165996.13",0.000898758260431322,0.0071312043301631,0.899706781087471
"ENSG00000165997.4",-0.00800393320952246,0.00639191813592377,0.210498516610862
"ENSG00000275024.1",0.00864867031680327,0.00357656502015154,0.0155996493536706
"ENSG00000165806.19",-0.0151785119814391,0.00331160067907397,4.57395462793997e-06
"ENSG00000148484.17",-0.0153546261173709,0.0096847056892884,0.11286390630772
"ENSG00000183621.15",0.000263035922822937,0.00791947522391222,0.973504087683523
"ENSG00000196177.12",-0.00165155680150619,0.00491850672872828,0.737033612668132
"ENSG00000138152.8",0.00434091810669197,0.00215799077769224,0.0442668197377629
"ENSG00000154473.17",0.0027650249735018,0.00494473291987567,0.576034848715203
"ENSG00000165868.13",0.00155931286236523,0.00826605293338642,0.850374540449023
"ENSG00000225778.5",-0.00316684896938161,0.0031329720432183,0.312105924678741
"ENSG00000215086.2",-0.0137915967389055,0.00640979711805015,0.0314254625271859
"ENSG00000230500.1",0.00884560561838894,0.00699937127592918,0.206312069675403
"ENSG00000150054.18",-0.0134895148437334,0.00588151826921573,0.0218167647883375
"ENSG00000123240.16",0.00287195129768635,0.00795014383052032,0.717916155551782
"ENSG00000279725.1",0.00431552718538168,0.00384804519667741,0.262081227694904
"ENSG00000166228.8",0.00419265474700562,0.00560251358850246,0.454247598057272
"ENSG00000188613.6",-0.00253552525860403,0.00426686027880325,0.55235376450154
"ENSG00000107581.12",0.0157473787452094,0.0134598676100101,0.242020892401776
"ENSG00000156398.12",-0.0345243758048835,0.0107039922911217,0.0012580830815947
"ENSG00000213277.3",0.0193397742290727,0.00483850314117438,6.41347848286955e-05
"ENSG00000107954.10",-0.0153295937741001,0.00379715956352398,5.41110928736765e-05
"ENSG00000239665.8",0.00384037235059151,0.00509270987738171,0.450793913150943
"ENSG00000234091.1",-8.95895032194553e-05,0.00478059657126846,0.985048330989257
"ENSG00000234175.1",-0.00639484131677878,0.00316056302466415,0.0430398096293435
"ENSG00000233968.6",0.0143392457561585,0.00605497031284976,0.0178759470587055
"ENSG00000215097.3",0.000767358662962479,0.00896422407125208,0.931782528822968
"ENSG00000204177.10",0.0128875068838671,0.00503192976957727,0.0104327497855443
"ENSG00000265630.2",-0.0134914104908696,0.00536152011786487,0.0118580541985126
"ENSG00000279058.2",0.0336430456203583,0.00305142774827279,0
"ENSG00000243289.1",-0.024239679626177,0.00549579825371014,1.03092223190382e-05
"ENSG00000265018.6",-0.00290813672288714,0.0029676765045733,0.327117099171475
"ENSG00000096717.11",-0.017054816922455,0.0108690354781274,0.116620066705056
"ENSG00000185736.15",-0.000776582891711731,0.00476476259367268,0.870530565526528
"ENSG00000226864.2",-0.0168365755586546,0.00260176085805426,9.72126823484132e-11
"ENSG00000276742.1",-0.0123740468938022,0.00249022073875876,6.72795568146256e-07
"ENSG00000254636.1",-0.00164167539112749,0.00275773177126214,0.551643521147916
"ENSG00000273891.1",-0.0302145107893094,0.005211311390345,6.71621114278764e-09
"ENSG00000169126.15",0.00355264980076981,0.00857737688775628,0.678736154262297
"ENSG00000279623.1",0.0306229031613292,0.00774807030242194,7.73950590118311e-05
"ENSG00000226493.1",-0.0145963986729712,0.00558547677280361,0.00896785536330746
"ENSG00000183230.16",-0.0205259467232204,0.00623970274652533,0.00100340151187917
"ENSG00000138336.8",0.0158099946824194,0.0076800491701554,0.039534502022193
"ENSG00000067064.10",-0.00394485947655319,0.00738095834898012,0.593020273285743
"ENSG00000108179.13",-0.00418065379378591,0.00652087298704329,0.521445547446103
"ENSG00000171813.13",-0.0128509341966219,0.00637761739230749,0.0439040715756637
