"phenotype","causal_b","causal_se","causal_p"
"ENSG00000245857.2",0.00693043716244279,0.00310494701583013,0.0256108034251213
"ENSG00000215374.5",-0.00265362469427634,0.00351628178422463,0.450448321996735
"ENSG00000168079.16",0.00163396851025936,0.00537821554354278,0.761270827930019
"ENSG00000179698.13",0.00258090461025702,0.00548359855664121,0.637884319992729
"ENSG00000179091.4",0.0321246135148745,0.00921136049812348,0.00048756015498741
"ENSG00000178814.16",0.00386430806952078,0.00640506952619977,0.54629567234432
"ENSG00000167702.11",0.0334925994735583,0.00895100548490113,0.000182729066474763
"ENSG00000179526.16",0.0223147982152963,0.0102064486100672,0.0287905151114528
"ENSG00000197858.10",0.0011718710492912,0.00769146618164661,0.878903079759263
"ENSG00000254338.1",0.00400591126644722,0.00436405445216582,0.358653743239844
"ENSG00000179632.9",-0.0176135221946959,0.00906434746933417,0.0519962328652442
"ENSG00000235173.6",0.00118354615176275,0.010690582385709,0.911846925933234
"ENSG00000253931.1",0.00136575344225211,0.00391440392088835,0.727160949290442
"ENSG00000078674.17",0.000607781508272217,0.00449668153549114,0.892483608333261
"ENSG00000104415.13",-0.0023480362212734,0.00357433090762401,0.51123473919301
"ENSG00000134014.16",-0.0126928571830932,0.00521625903680721,0.0149608364655849
"ENSG00000156172.5",-0.00140392706745317,0.00384738334789322,0.715182778406458
"ENSG00000164938.13",0.0157500459506844,0.00624613973072313,0.0116834161237657
"ENSG00000197275.13",0.0262047968089398,0.00446770768933134,4.48109194195467e-09
"ENSG00000008853.16",-0.00602802079724515,0.00493179313459931,0.221602627163841
"ENSG00000147457.13",-0.0308639231255146,0.00632144633127469,1.04794522726159e-06
"ENSG00000253200.1",-0.00546811402248265,0.005671964584111,0.335015859050766
"ENSG00000254139.1",0.0106033725978869,0.00503977624293582,0.0353839275225976
"ENSG00000147592.8",-0.000686749456473382,0.00592693147723555,0.907756119466329
"ENSG00000253667.2",0.00926185993260539,0.00716632538138322,0.196213778038067
"ENSG00000168546.10",-0.00260286609616696,0.00378259089247402,0.491378939563735
"ENSG00000155096.13",-0.0113044992193876,0.0106506398180568,0.288511990591885
"ENSG00000251396.6",0.0117153267056989,0.00481077186565759,0.0148824058582402
"ENSG00000254370.1",0.0113341690646457,0.00436712433105162,0.00944976025380073
"ENSG00000164929.16",-0.0147493576132018,0.00519803792708815,0.00454704020228669
"ENSG00000155097.11",-0.00189406420452675,0.0066509004902397,0.775810303865296
"ENSG00000184661.13",0.00842735316602126,0.00471348797094431,0.0737884448533068
"ENSG00000120907.17",0.0254093177648822,0.00824186072795221,0.00204953468966107
"ENSG00000253476.1",-0.00320418346437892,0.00460582244023149,0.486628585673356
"ENSG00000253327.2",-0.00528189675222787,0.00432629382249099,0.222130482015856
"ENSG00000253821.1",0.0132260272928285,0.0069295637892504,0.0563088338672217
"ENSG00000137575.11",-0.0293008632143465,0.0116201117964217,0.011683420185899
"ENSG00000215114.8",-0.00827875621647661,0.00585661589642499,0.157487207463604
"ENSG00000204949.8",0.0074761718886775,0.00484896270185239,0.123120136983376
"ENSG00000147689.16",0.00127196397200635,0.00471798075633055,0.787468593937831
"ENSG00000183665.5",-0.000975114172514164,0.00516533741279606,0.850264978222265
"ENSG00000156795.6",0.00623452541639088,0.00377604839016204,0.0987240010372331
"ENSG00000178764.7",-9.31392621867103e-05,0.00575646370463994,0.987090835489306
"ENSG00000105339.10",0.0104173924155375,0.00447878891697585,0.0200217741236837
"ENSG00000253210.1",0.00365248833589961,0.00321285840158604,0.255607469966177
"ENSG00000169946.13",-0.0116667527265494,0.00715950382281843,0.103197133388034
"ENSG00000104691.14",0.00524165887604972,0.00412135278076001,0.203433633526243
"ENSG00000261220.2",0.000554186856286536,0.00457127655025201,0.903506956853917
"ENSG00000253738.1",-0.0228304452066804,0.00722472926944295,0.00157746601679565
"ENSG00000254251.1",0.00432338688151681,0.00586472807990341,0.461010132718754
"ENSG00000147606.8",-0.00629272086217603,0.00466964702407916,0.177793649784046
"ENSG00000134013.15",0.0435849900483526,0.00614456988294682,1.30995214675522e-12
"ENSG00000179388.8",-0.0392464267099237,0.00465757075618223,0
"ENSG00000251034.1",-0.0126644692916683,0.00384983903177346,0.00100326304064591
"ENSG00000261026.1",-0.0368383515272865,0.00485323910984444,3.1863400806742e-14
"ENSG00000198010.12",-0.0128534558250006,0.0046608727069399,0.0058203206825731
"ENSG00000038945.14",0.00906922971328897,0.00491353591992864,0.0649264207702209
"ENSG00000155970.11",-0.00720077225234623,0.00774161810422979,0.352299700093907
"ENSG00000279903.1",0.000331618114297337,0.00335168509594799,0.921185342905071
"ENSG00000155792.9",0.00248393770333748,0.00511183603542832,0.627024673118113
"ENSG00000254343.2",0.00214694751006489,0.00531167154778133,0.686069824597458
"ENSG00000279347.1",0.00284795780537648,0.00415858867616138,0.493446418336621
"ENSG00000184374.2",0.000621797420283751,0.00485350192173619,0.898059429518722
"ENSG00000129292.20",-0.00102452458948917,0.00774414016155343,0.894749576418093
"ENSG00000272024.1",0.00430119302441814,0.00459981210331822,0.349746991776137
"ENSG00000147697.8",0.00956831001396316,0.0087603257685886,0.274731046232702
"ENSG00000156006.4",-0.00352798692837973,0.00363717923755438,0.332057035347049
"ENSG00000104213.12",0.000375436900670543,0.00703529110583436,0.957441251003731
"ENSG00000003987.13",0.00154269529322018,0.00413728386373618,0.709240476961759
"ENSG00000251136.8",0.00956401042462761,0.00723886778317698,0.18643384318973
"ENSG00000136986.9",-0.00574793345073491,0.0066762057298122,0.389261116267131
"ENSG00000175946.8",-0.00606061094053284,0.00575806920467856,0.292550850900833
