"phenotype","causal_b","causal_se","causal_p"
"ENSG00000124831.18",-0.00680069550507178,0.00756339153067707,0.36856769803597
"ENSG00000170264.12",0.00767638557524193,0.00677286219181014,0.257044853521387
"ENSG00000273302.1",0.00449416160373345,0.00386448772803503,0.244854451085637
"ENSG00000226622.5",0.0456648332961362,0.00630140740582704,4.26880752968373e-13
"ENSG00000173209.22",-0.00205445090572902,0.00379055091617732,0.587823538393395
"ENSG00000237651.6",-0.00365498131192233,0.00268118962032238,0.172821411956589
"ENSG00000082898.16",-0.0169979999063273,0.0104642305133142,0.104292426641656
"ENSG00000115464.14",0.0242469340538005,0.0110851125290778,0.0287175546960301
"ENSG00000212978.6",-0.00129179595840638,0.00616183687643564,0.833945050690107
"ENSG00000128710.5",-0.0140239808044924,0.00561419819597492,0.0124914161214366
"ENSG00000128709.12",-0.00926922724439287,0.00522783746422115,0.0762201042316852
"ENSG00000115966.16",-0.0022148345110279,0.00902332295705557,0.806102879643324
"ENSG00000154518.9",-0.0136184145787779,0.00861653312479303,0.113992832471914
"ENSG00000170178.6",-0.00619711022374193,0.0053770015738927,0.249106816808936
"ENSG00000272944.1",-0.00512523652446087,0.00533819004567998,0.337001092964308
"ENSG00000116106.11",0.00143582403247271,0.00750865272800146,0.848351204821382
"ENSG00000226819.1",-0.00635784183734799,0.00367898535877674,0.0839611749757121
"ENSG00000066248.14",0.00929763167404305,0.00517003646878304,0.0721186021781679
"ENSG00000115474.6",0.00355397951196652,0.00403576800939155,0.378523330293441
"ENSG00000163283.6",0.000648392363839314,0.00401845272178156,0.871814801631318
"ENSG00000115282.19",-0.0116566568101452,0.00636384825497315,0.0669962232741576
"ENSG00000237737.5",0.000574882527596273,0.00502033097713619,0.908832820637501
"ENSG00000225328.1",0.00275686910377795,0.00587003952767803,0.638604482378106
"ENSG00000135968.20",-0.00912096709978966,0.00578940936108199,0.115150932786525
"ENSG00000187123.14",0.00693365009927602,0.00600503104989213,0.248237807772901
"ENSG00000236501.5",0.00742755353463097,0.00474047444562066,0.117152659585796
"ENSG00000128714.5",0.0117754117346381,0.00596446127807262,0.0483519120758402
"ENSG00000128654.13",0.00956563088144929,0.00681788338725953,0.160610694362791
"ENSG00000224189.6",0.0113355012481251,0.00459044755050792,0.0135352195069598
"ENSG00000128645.14",0.00728470646350408,0.00408704033696092,0.0746853904620256
"ENSG00000226363.3",0.00462444197288066,0.00450039151218613,0.304154791167705
"ENSG00000229727.6",0.0102223291864005,0.00398805557588104,0.0103701415414528
"ENSG00000235576.1",0.00871353876504784,0.00473455948445318,0.06570781407892
"ENSG00000168906.12",-0.028788520112141,0.00687900250447123,2.85185331099225e-05
"ENSG00000132305.20",0.021926824193512,0.00822053992773405,0.00764584561136628
"ENSG00000273080.1",-0.00741405129691582,0.0030801747283783,0.0160831586217414
"ENSG00000185414.19",-0.0119545379690551,0.00590575643038747,0.0429477350516234
"ENSG00000273306.1",0.0146244591074492,0.00634095396786209,0.0210910840834775
"ENSG00000135951.14",-0.00188262777629613,0.00623717308191549,0.762774103377269
"ENSG00000144182.16",-0.00816346448025561,0.00584829607015943,0.162753468736413
"ENSG00000144214.9",0.0447569160167444,0.00661267094402145,1.30253585695073e-11
"ENSG00000273045.5",0.00816481412740002,0.00782199328377297,0.296565062012441
"ENSG00000115364.13",-0.00439941508863602,0.00576299331383812,0.445230467157128
"ENSG00000082153.17",-0.0313130470604155,0.00901870529227587,0.000516574512573587
"ENSG00000135632.11",0.00780908613074561,0.0102892443495355,0.447878738666324
"ENSG00000116016.13",0.00701835304136646,0.00611270147613542,0.250902943091721
"ENSG00000182600.9",0.00742849231143354,0.00468168550135188,0.112577609148572
"ENSG00000221944.6",0.000999127035584369,0.00642933075577354,0.876504876233214
"ENSG00000244122.2",0.00325032006798009,0.00385403548403203,0.399029935263251
"ENSG00000085982.13",0.0148716326621067,0.00578660861542175,0.0101696053476166
"ENSG00000132321.16",-0.00374582656504083,0.00419053264231833,0.371386962028548
"ENSG00000156966.6",0.00288274221934187,0.00400027305620605,0.471133276087875
"ENSG00000261829.1",0.00191162034428128,0.00475868822631481,0.687896273665966
"ENSG00000171596.6",-0.00570398607544473,0.00327238149549189,0.0813215983402615
"ENSG00000237877.6",-0.000907720781428273,0.00675998525586494,0.893182341933975
"ENSG00000153823.18",-0.0055185564931132,0.00705709194691954,0.434222019345929
"ENSG00000238133.6",-0.00639667027936235,0.00431128252658055,0.137887270758751
"ENSG00000091428.17",-0.0132518728529019,0.00488166904584079,0.00663520033690634
"ENSG00000271151.1",-0.000655161333818249,0.00524277601743926,0.900551586897975
"ENSG00000226853.2",-0.00364710446208737,0.00425052834242911,0.390872828636761
"ENSG00000066032.18",0.00667824166344539,0.00438705945813543,0.127944144405199
